ip,isp,org_name,country_code,country_name,region_code,region_name,city,lat,lon,connection_type,is_cellular,is_proxy,is_vpn
216.129.237.89,"3 Rivers Telephone Cooperative, Inc",,US,,,Montana,Fairfield,47.61467,-111.98028,,,,
199.68.205.4,"Yellowknife Wireless Company, LLC",,US,,,Oregon,La Pine,43.6704,-121.50364,mobile,,,
216.67.160.181,wyoming.com,,US,,,Utah,Salt Lake City,40.76078,-111.89105,,,,
198.44.128.14,"Nanjing Alldao Info. Tech. Co.,LTD.",,US,,,Maryland,Fountainhead-Orchard Hills,39.68636,-77.71901,,,,
136.144.33.80,"WebNX, Inc.",,US,,,California,Los Angeles,34.05223,-118.24368,mobile,,,
149.224.14.99,wilhelm.tel GmbH,,DE,,,Schleswig-Holstein,Quickborn,53.72831,9.90934,broadband,,,
187.190.95.115,TOTAL PLAY TELECOMUNICACIONES SA DE CV,,MX,,,Ciudad de México,Mexico City,19.42847,-99.12766,,,,
187.189.135.27,TOTAL PLAY TELECOMUNICACIONES SA DE CV,,MX,,,Ciudad de México,Loreto y Campamento,19.33611,-99.19859,,,,
167.102.191.51,"Howard County, Maryland",,US,,,Maryland,Linwood,39.27733,-76.80525,,,,
187.191.10.226,TOTAL PLAY TELECOMUNICACIONES SA DE CV,,MX,,,Estado de Quintana Roo,Barceló Maya,20.4875,-87.24611,mobile,,,
76.75.12.73,"3 Rivers Telephone Cooperative, Inc.",,US,,,Montana,Fairfield,47.61467,-111.98028,,,,
69.7.85.44,Central Texas Telecommunications,,US,,,Texas,Goldthwaite,31.44989,-98.57088,company,,,
66.23.202.66,Dedicated.com,,US,,,New Jersey,Newark,40.73566,-74.17237,mobile,,,
68.235.38.52,"tzulo, inc.",,US,,,Illinois,Chicago Loop,41.88407,-87.6333,mobile,,,
209.55.108.46,Central Texas Telecommunications,,US,,,Texas,Goldthwaite,31.44989,-98.57088,mobile,,,
216.67.135.187,wyoming.com,,US,,,Wyoming,Riverton,43.02496,-108.3801,,,,
216.67.190.65,CONTACT COMMUNICATIONS,,US,,,Wyoming,Riverton,43.02496,-108.3801,,,,
209.55.92.70,west central wireless,,US,,,Texas,S N Junction,31.42155,-100.46287,mobile,,,
141.136.88.148,Ucom Cjsc,,AM,,,Yerevan,Yerevan,40.18111,44.51361,mobile,,,
187.190.65.150,TOTAL PLAY TELECOMUNICACIONES SA DE CV,,MX,,,Ciudad de México,Loreto y Campamento,19.33611,-99.19859,,,,
172.96.166.146,Dedicated.com,,US,,,New Jersey,Newark,40.73566,-74.17237,,,,
136.144.33.25,"WebNX, Inc.",,US,,,California,Los Angeles,34.05223,-118.24368,mobile,,,
136.144.33.72,"WebNX, Inc.",,US,,,California,Los Angeles,34.05223,-118.24368,mobile,,,
136.144.33.74,"WebNX, Inc.",,US,,,California,Los Angeles,34.05223,-118.24368,mobile,,,
134.19.62.188,vitroconnect GmbH,,DE,,,Nordrhein-Westfalen,Gütersloh,51.90693,8.37853,,,,
173.234.29.197,Dedicated.com,,US,,,Texas,Queen City,33.14874,-94.15019,,,,
136.144.33.219,"WebNX, Inc.",,US,,,California,Los Angeles,34.05223,-118.24368,mobile,,,
76.164.201.53,"VegasNAP, LLC",,US,,,Nevada,Las Vegas,36.17497,-115.13722,,,,
66.208.97.97,west central wireless,,US,,,Texas,S N Junction,31.42155,-100.46287,mobile,,,
64.42.183.238,Dedicated.com,,US,,,Illinois,Chicago,41.85003,-87.65005,,,,
68.235.38.42,"tzulo, inc.",,US,,,Illinois,Chicago Loop,41.88407,-87.6333,mobile,,,
70.33.13.13,"3 Rivers Telephone Cooperative, Inc.",,US,,,Montana,Fairfield,47.61467,-111.98028,,,,
76.75.23.27,Nemont Telephone,,US,,,Montana,Glasgow,48.19696,-106.63671,,,,
76.164.225.6,"VegasNAP, LLC",,US,,,Nevada,Paradise,36.09719,-115.14666,,,,
76.75.23.58,Nemont Telephone,,US,,,Montana,Glasgow,48.19696,-106.63671,,,,
67.22.222.45,Poka Lambro Telephone Coop,,US,,,Texas,Lubbock,33.57786,-101.85517,broadband,,,
68.235.44.43,"tzulo, inc.",,US,,,Michigan,Ypsilanti,42.24115,-83.61299,,,,
89.163.241.239,myLoc managed IT AG,,DE,,,Nordrhein-Westfalen,Düsseldorf,51.22172,6.77616,mobile,,,
68.235.43.93,"tzulo, inc.",,US,,,Illinois,Chicago Loop,41.88407,-87.6333,,,,
5.104.110.64,myLoc managed IT AG,,DE,,,Nordrhein-Westfalen,Stadtbezirk 06,51.2661,6.81417,mobile,,,
199.68.205.22,"Yellowknife Wireless Company, LLC",,US,,,Oregon,La Pine,43.6704,-121.50364,mobile,,,
189.203.40.230,TOTAL PLAY TELECOMUNICACIONES SA DE CV,,MX,,,Estado de Sonora,Hermosillo,29.1026,-110.97732,,,,
198.54.134.135,"tzulo, inc.",,US,,,California,San Jose,37.33939,-121.89496,,,,
199.68.205.37,"Yellowknife Wireless Company, LLC",,US,,,Oregon,La Pine,43.6704,-121.50364,mobile,,,
208.10.145.87,west central wireless,,US,,,Texas,Santa Anna,31.74209,-99.32173,mobile,,,
189.69.76.201,TELEFÔNICA BRASIL S.A,,BR,,,São Paulo,Registro,-24.4875,-47.84361,broadband,,,
189.203.98.181,TOTAL PLAY TELECOMUNICACIONES SA DE CV,,MX,,,Estado de México,Ejido de Guadalupe,19.63765,-99.27178,,,,
173.234.29.238,Dedicated.com,,US,,,Texas,Queen City,33.14874,-94.15019,,,,
187.191.10.132,TOTAL PLAY TELECOMUNICACIONES SA DE CV,,MX,,,Estado de Quintana Roo,Cozumel,20.50038,-86.94272,mobile,,,
187.190.179.205,TOTAL PLAY TELECOMUNICACIONES SA DE CV,,MX,,,Estado de Querétaro,Santiago de Querétaro,20.58806,-100.38806,,,,
136.144.33.10,"WebNX, Inc.",,US,,,Pennsylvania,Portage,40.38868,-78.67224,mobile,,,
14.187.65.22,VNPT Corp,,VN,,,Hanoi,Hanoi,21.0245,105.84117,,,,
1.38.244.59,Hutchison Max Telecom Limited,,IN,,,State of Telangāna,Begampet,17.44491,78.46256,mobile,,,
187.190.174.130,TOTAL PLAY TELECOMUNICACIONES SA DE CV,,MX,,,Ciudad de México,Mexico City,19.42847,-99.12766,,,,
136.144.33.85,"WebNX, Inc.",,US,,,California,Los Angeles,34.05223,-118.24368,mobile,,,
167.102.140.202,State of Maryland,,US,,,Maryland,Bloomsbury Square,38.98067,-76.49246,,,,
136.144.33.112,"WebNX, Inc.",,US,,,California,Los Angeles,34.05223,-118.24368,mobile,,,
187.191.3.130,TOTAL PLAY TELECOMUNICACIONES SA DE CV,,MX,,,Ciudad de México,Loreto y Campamento,19.33611,-99.19859,,,,
136.144.33.124,"WebNX, Inc.",,US,,,California,Los Angeles,34.05223,-118.24368,mobile,,,
76.75.23.29,Nemont Telephone,,US,,,Montana,Glasgow,48.19696,-106.63671,,,,
76.75.0.87,Nemont Telephone,,US,,,Montana,Glasgow,48.19696,-106.63671,,,,
45.43.19.85,Tier.Net Technologies LLC,,US,,,New York,Staten Island,40.56233,-74.13986,,,,
66.113.62.238,Nemont Telephone,,US,,,Montana,Glasgow,48.19696,-106.63671,,,,
76.75.13.109,"3 Rivers Telephone Cooperative, Inc.",,US,,,Montana,Big Sky,45.28465,-111.36829,,,,
66.208.97.152,west central wireless,,US,,,Texas,S N Junction,31.42155,-100.46287,mobile,,,
76.77.29.62,Poka Lambro Telephone Coop,,US,,,Texas,Seagraves,32.94427,-102.56491,broadband,,,
66.208.97.153,west central wireless,,US,,,Texas,S N Junction,31.42155,-100.46287,mobile,,,
66.113.62.223,Nemont Telephone,,US,,,Montana,Glasgow,48.19696,-106.63671,,,,
68.235.48.20,"tzulo, inc.",,US,,,Illinois,Chicago Loop,41.88407,-87.6333,,,,
66.23.205.116,Dedicated.com,,US,,,Washington,Burton Homes,45.64317,-122.59565,,,,
68.235.50.237,"tzulo, inc.",,US,,,Michigan,Haslett,42.74698,-84.40108,,,,
63.172.40.149,Central Texas Telecommunications,,US,,,Texas,College Station,30.62798,-96.33441,mobile,,,
66.208.97.40,west central wireless,,US,,,Texas,S N Junction,31.42155,-100.46287,mobile,,,
63.237.51.31,Central Texas Communications,,US,,,Texas,Hamilton,31.70377,-98.12392,,,,
76.164.193.84,"VegasNAP, LLC",,US,,,Nevada,Las Vegas,36.17497,-115.13722,,,,
89.163.245.137,myLoc managed IT AG,,DE,,,Nordrhein-Westfalen,Düsseldorf,51.22172,6.77616,mobile,,,
76.164.225.4,"VegasNAP, LLC",,US,,,Nevada,Paradise,36.09719,-115.14666,,,,
65.19.230.21,Nemont Telephone,,US,,,Montana,Glasgow,48.19696,-106.63671,,,,
76.75.0.211,Nemont Telephone,,US,,,Montana,Glasgow,48.19696,-106.63671,,,,
31.29.60.217,wilhelm.tel GmbH,,DE,,,Free and Hanseatic City of Hamburg,Hamburg,53.55073,9.99302,broadband,,,
189.78.46.208,Vivo,,BR,,,São Paulo,São Paulo,-23.7531,-46.6695,broadband,,,
45.232.95.215,CONECT S.A,,CL,,,Región Metropolitana,Santiago,-33.45694,-70.64827,,,,
198.54.134.171,"tzulo, inc.",,US,,,California,San Jose,37.33939,-121.89496,,,,
189.203.41.76,TOTAL PLAY TELECOMUNICACIONES SA DE CV,,MX,,,Ciudad de México,Loreto y Campamento,19.33611,-99.19859,,,,
216.247.192.166,"Poka Lambro Telephone Cooperative, Inc.",,US,,,Texas,Tahoka,33.16676,-101.79377,,,,
213.230.72.127,Uzbektelekom Joint Stock Company,,UZ,,,Tashkent,Tashkent,41.26465,69.21627,mobile,,,
216.247.196.211,"Poka Lambro Telephone Cooperative, Inc.",,US,,,Texas,Tahoka,33.16676,-101.79377,,,,
209.55.95.219,west central wireless,,US,,,Texas,S N Junction,31.42155,-100.46287,mobile,,,
197.235.72.201,VM  S.A,,MZ,,,Gaza Province,Chibuto,-24.68667,33.53056,mobile,,,
198.68.208.84,"Coleman County Telephone Cooperative, Inc.",,US,,,Texas,S N Junction,31.42155,-100.46287,mobile,,,
45.150.173.134,Tier.Net Technologies LLC,,US,,,Texas,Dallas,32.78306,-96.80667,,,,
212.231.189.172,XTRA TELECOM S.A.,,ES,,,Comunidad de Madrid,Madrid,40.4165,-3.70256,,,,
198.54.128.85,"tzulo, inc.",,US,,,Colorado,Denver,39.73915,-104.9847,,,,
187.191.62.32,TOTAL PLAY TELECOMUNICACIONES SA DE CV,,MX,,,Ciudad de México,Loreto y Campamento,19.33611,-99.19859,,,,
189.203.228.164,TOTAL PLAY TELECOMUNICACIONES SA DE CV,,MX,,,Ciudad de México,Loreto y Campamento,19.33611,-99.19859,,,,
216.105.168.26,Dedicated.com,,US,,,California,Los Angeles,34.05223,-118.24368,mobile,,,
198.54.134.172,"tzulo, inc.",,US,,,California,San Jose,37.33939,-121.89496,,,,
216.67.131.130,JointPowersTelecomBoard,,US,,,Wyoming,Green River,41.52858,-109.46625,,,,
45.150.173.141,Tier.Net Technologies LLC,,US,,,Texas,Dallas,32.78306,-96.80667,,,,
209.55.92.94,west central wireless,,US,,,Texas,S N Junction,31.42155,-100.46287,mobile,,,
45.43.14.104,Tier.Net Technologies LLC,,US,,,Oregon,Bend,44.05817,-121.31531,mobile,,,
187.190.185.32,TOTAL PLAY TELECOMUNICACIONES SA DE CV,,MX,,,Estado de México,Ciudad Nezahualcoyotl,19.40061,-99.01483,,,,
118.93.223.183,Vodafone New Zealand Limited,,NZ,,,Auckland,Auckland,-36.84853,174.76349,broadband,,,
155.254.28.142,Tier.Net Technologies LLC,,US,,,North Carolina,Charlotte,35.22709,-80.84313,,,,
131.196.253.206,Truxgo S. R.L. de C.V.,,MX,,,Estado de Puebla,Héroes de Puebla,19.02485,-98.17425,,,,
138.186.29.136,TOTAL PLAY TELECOMUNICACIONES SA DE CV,,MX,,,Estado de Morelos,San Gaspar Tlahuelilpan,19.2429,-99.54568,,,,
187.188.163.202,TOTAL PLAY TELECOMUNICACIONES SA DE CV,,MX,,,Ciudad de México,Loreto y Campamento,19.33611,-99.19859,,,,
187.190.192.29,TOTAL PLAY TELECOMUNICACIONES SA DE CV,,MX,,,Ciudad de México,Fuentes del Pedregal,19.30574,-99.22691,mobile,,,
176.29.103.120,Linkdotnet-Jordan,,JO,,,Amman Governorate,Al ‘Abdallī,31.96501,35.90821,,,,
173.234.28.246,Dedicated.com,,US,,,Illinois,Chicago,41.85003,-87.65005,,,,
187.190.163.125,TOTAL PLAY TELECOMUNICACIONES SA DE CV,,MX,,,Ciudad de México,Mexico City,19.42847,-99.12766,,,,
187.188.59.135,TOTAL PLAY TELECOMUNICACIONES SA DE CV,,MX,,,Estado de Baja California,Francisco Zarco,32.46361,-117.04806,,,,
187.188.176.50,TOTAL PLAY TELECOMUNICACIONES SA DE CV,,MX,,,Ciudad de México,Loreto y Campamento,19.33611,-99.19859,,,,
187.188.154.51,TOTAL PLAY TELECOMUNICACIONES SA DE CV,,MX,,,Estado de Jalisco,Las Juntas,20.70131,-105.24585,,,,
104.192.91.198,schat.net,,US,,,Nevada,Las Vegas,36.17497,-115.13722,,,,
185.99.252.213,UK Dedicated Servers Limited,,GB,,,England,City of London,51.51279,-0.09184,mobile,,,
187.188.14.208,TOTAL PLAY TELECOMUNICACIONES SA DE CV,,MX,,,Ciudad de México,Mexico City,19.42847,-99.12766,,,,
185.194.187.134,TRANSATEL SAS,,BE,,,Bruxelles-Capitale,Brussels,50.85045,4.34878,mobile,,,
64.184.175.146,xyTel LLC,,US,,,Washington,Kennewick,46.21125,-119.13723,,,,
76.164.200.126,"VegasNAP, LLC",,US,,,Nevada,Las Vegas,36.17497,-115.13722,,,,
78.96.147.236,Vodafone Romania S.A.,,RO,,,Cluj,Cluj-Napoca,46.76667,23.6,,,,
66.113.62.249,Nemont Telephone,,US,,,Montana,Glasgow,48.19696,-106.63671,,,,
76.164.202.184,"VegasNAP, LLC",,US,,,Nevada,Las Vegas,36.17497,-115.13722,,,,
68.235.43.125,"tzulo, inc.",,US,,,Indiana,Broad Ripple,39.86671,-86.14165,,,,
76.77.29.218,Poka Lambro Telephone Coop,,US,,,Texas,Seagraves,32.94427,-102.56491,broadband,,,
68.235.43.173,"tzulo, inc.",,US,,,Illinois,Chicago Loop,41.88407,-87.6333,,,,
89.115.200.31,Vodafone Portugal - Communicacoes Pessoais S.A.,,PT,,,Distrito de Lisboa,Alvalade,38.75328,-9.14397,,,,
68.235.33.146,"tzulo, inc.",,US,,,Nevada,Tonopah,38.06716,-117.23008,mobile,,,
89.163.252.17,myLoc managed IT AG,,DE,,,Nordrhein-Westfalen,Düsseldorf,51.22172,6.77616,mobile,,,
70.33.12.210,"3 Rivers Telephone Cooperative, Inc.",,US,,,Montana,Fairfield,47.61467,-111.98028,,,,
76.164.192.253,"VegasNAP, LLC",,US,,,Nevada,Las Vegas,36.17497,-115.13722,,,,
66.208.97.43,west central wireless,,US,,,Texas,S N Junction,31.42155,-100.46287,mobile,,,
64.42.178.202,Dedicated.com,,US,,,New Jersey,Newark,40.73566,-74.17237,mobile,,,
94.229.64.123,UK Dedicated Servers Limited,,GB,,,England,Brockley,51.46369,-0.03652,,,,
94.60.5.0,Vodafone Portugal - Communicacoes Pessoais S.A.,,PT,,,Distrito do Porto,Porto,41.14961,-8.61099,,,,
45.43.19.67,Tier.Net Technologies LLC,,US,,,New York,Staten Island,40.56233,-74.13986,,,,
87.235.191.223,Vodafone-BB Global,,ES,,,Región de Murcia,Murcia,37.98704,-1.13004,,,,
66.248.183.117,VIPowerNet,,VI,,,Saint Thomas Island,Estate Agnes Fancy,18.3494,-64.93292,,,,
67.22.222.134,Poka Lambro Telephone Coop,,US,,,Texas,Lubbock,33.57786,-101.85517,broadband,,,
76.164.192.252,"VegasNAP, LLC",,US,,,Nevada,Las Vegas,36.17497,-115.13722,,,,
89.163.247.134,myLoc managed IT AG,,DE,,,Nordrhein-Westfalen,Düsseldorf,51.22172,6.77616,,,,
76.75.23.41,Nemont Telephone,,US,,,Montana,Glasgow,48.19696,-106.63671,,,,
65.169.67.163,"West Central Wireless, Coleman County Telephone Cooperative, Inc.",,US,,,Texas,Santa Anna,31.74209,-99.32173,mobile,,,
76.75.23.44,Nemont Telephone,,US,,,Montana,Glasgow,48.19696,-106.63671,,,,
66.248.183.139,VIPowerNet,,VI,,,Saint Thomas Island,Estate Agnes Fancy,18.3494,-64.93292,,,,
5.101.138.228,UK Dedicated Servers Limited,,GB,,,England,City of London,51.51279,-0.09184,,,,
198.54.128.21,"tzulo, inc.",,US,,,Colorado,Denver,39.73915,-104.9847,,,,
209.55.106.88,Central Texas Telecommunications,,US,,,Texas,Brownwood,31.70932,-98.99116,mobile,,,
216.247.192.233,"Poka Lambro Telephone Cooperative, Inc.",,US,,,Texas,Tahoka,33.16676,-101.79377,,,,
198.44.128.36,Fernando Castaneda,,US,,,Colorado,Denver,39.73915,-104.9847,,,,
198.54.128.20,"tzulo, inc.",,US,,,Colorado,Denver,39.73915,-104.9847,,,,
193.207.200.70,Telecom Italia S.p.A.,,IT,,,Lombardia,Ghirla,45.92507,8.82176,mobile,,,
198.54.128.62,"tzulo, inc.",,US,,,Colorado,Denver,39.73915,-104.9847,,,,
199.68.205.59,"Yellowknife Wireless Company, LLC",,US,,,Oregon,La Pine,43.6704,-121.50364,mobile,,,
41.13.120.118,Vodacom,,ZA,,,Limpopo,Thohoyandou,-22.94564,30.48497,mobile,,,
199.68.205.60,"Yellowknife Wireless Company, LLC",,US,,,Oregon,La Pine,43.6704,-121.50364,mobile,,,
209.55.109.91,Central Texas Telecommunications,,US,,,Texas,Goldthwaite,31.44989,-98.57088,mobile,,,
199.68.205.91,"Yellowknife Wireless Company, LLC",,US,,,Oregon,La Pine,43.6704,-121.50364,mobile,,,
209.55.89.124,west central wireless,,US,,,Texas,Ballinger,31.73821,-99.94731,mobile,,,
199.76.14.162,"Level 3 Parent, LLC",,US,,,Louisiana,Treasure Island,32.58347,-92.06541,,,,
198.54.128.22,"tzulo, inc.",,US,,,Colorado,Denver,39.73915,-104.9847,,,,
207.43.77.220,"Coleman County Telephone Cooperative, Inc.",,US,,,Texas,Santa Anna,31.74209,-99.32173,mobile,,,
216.146.102.76,"3 Rivers Telephone Cooperative, Inc.",,US,,,Montana,Fairfield,47.61467,-111.98028,,,,
189.203.38.206,TOTAL PLAY TELECOMUNICACIONES SA DE CV,,MX,,,Estado de Sonora,Pesqueira,29.37972,-110.89611,,,,
216.67.150.102,wyoming.com,,US,,,Wyoming,Riverton,43.02496,-108.3801,,,,
208.25.103.247,west central wireless,,US,,,Texas,Santa Anna,31.74209,-99.32173,mobile,,,
188.236.196.145,Mobile Telecommunications Company,,KW,,,Muḩāfaz̧at Mubārak al Kabīr,Şabāḩ as Sālim,29.25722,48.05722,mobile,,,
208.25.103.81,west central wireless,,US,,,Texas,Santa Anna,31.74209,-99.32173,mobile,,,
199.68.200.54,"Yellowknife Wireless Company, LLC",,US,,,Oregon,Redmond,44.27262,-121.17392,mobile,,,
187.191.47.99,TOTAL PLAY TELECOMUNICACIONES SA DE CV,,MX,,,Ciudad de México,Loreto y Campamento,19.33611,-99.19859,,,,
187.191.49.57,TOTAL PLAY TELECOMUNICACIONES SA DE CV,,MX,,,Estado de Baja California,Tijuana,32.5027,-117.00371,,,,
187.190.29.3,TOTAL PLAY TELECOMUNICACIONES SA DE CV,,MX,,,Ciudad de México,Fuentes del Pedregal,19.30574,-99.22691,,,,
176.54.63.211,Vodafone Telekomunikasyon A.S.,,TR,,,İstanbul,Üsküdar,41.02274,29.01366,mobile,,,
187.189.102.155,TOTAL PLAY TELECOMUNICACIONES SA DE CV,,MX,,,Estado de Puebla,San Bernardino Tlaxcalancingo,19.02867,-98.27698,,,,
178.48.53.230,Vodafone Hungary Ltd.,,HU,,,Budapest,Budapest VIII. kerület,47.48919,19.07012,,,,
187.190.215.16,TOTAL PLAY TELECOMUNICACIONES SA DE CV,,MX,,,Estado de Veracruz-Llave,Fraccionamiento Valle Dorado,18.86889,-97.12222,,,,
187.189.166.171,TOTAL PLAY TELECOMUNICACIONES SA DE CV,,MX,,,Estado de Nuevo León,Guadalupe,25.67678,-100.25646,,,,
14.1.30.54,End of Reality LLC,,US,,,Illinois,Chicago,41.85003,-87.65005,mobile,,,
179.186.19.121,TELEFï¿½NICA BRASIL S.A,,BR,,,São Paulo,Brooklin,-23.61125,-46.6893,,,,
14.231.119.21,VNPT Corp,,VN,,,Hanoi,Hanoi,21.0245,105.84117,,,,
103.125.218.94,xTom Pty Ltd,,AU,,,State of New South Wales,Sydney,-33.86785,151.20732,,,,
136.144.33.107,"WebNX, Inc.",,US,,,California,Thousand Oaks,34.17056,-118.83759,mobile,,,
181.189.187.240,Telemovil El Salvador S.A.,,SV,,,Departamento de San Salvador,San Salvador,13.68935,-89.18718,mobile,,,
187.190.211.123,TOTAL PLAY TELECOMUNICACIONES SA DE CV,,MX,,,Ciudad de México,Loreto y Campamento,19.33611,-99.19859,,,,
185.186.245.83,WZ Communications Inc.,,US,,,Texas,Dallas,32.78306,-96.80667,mobile,,,
136.144.33.160,"WebNX, Inc.",,US,,,California,Los Angeles,34.05223,-118.24368,mobile,,,
136.144.33.3,"WebNX, Inc.",,US,,,California,Los Angeles,34.05223,-118.24368,mobile,,,
187.190.39.217,TOTAL PLAY TELECOMUNICACIONES SA DE CV,,MX,,,Ciudad de México,Mexico City,19.42847,-99.12766,,,,
136.144.33.157,"WebNX, Inc.",,US,,,California,Los Angeles,34.05223,-118.24368,mobile,,,
187.190.76.81,TOTAL PLAY TELECOMUNICACIONES SA DE CV,,MX,,,Ciudad de México,Loreto y Campamento,19.33611,-99.19859,,,,
155.254.29.164,Tier.Net Technologies LLC,,US,,,North Carolina,Charlotte,35.22709,-80.84313,mobile,,,
136.144.33.7,"WebNX, Inc.",,US,,,California,Thousand Oaks,34.17056,-118.83759,mobile,,,
172.84.202.202,"VI POWERNET, LLC",,VI,,,Saint Thomas Island,Charlotte Amalie,18.3419,-64.9307,,,,
187.191.10.2,TOTAL PLAY TELECOMUNICACIONES SA DE CV,,MX,,,Ciudad de México,Fuentes del Pedregal,19.30574,-99.22691,mobile,,,
172.84.225.55,"VI POWERNET, LLC",,VI,,,Saint John Island,Cruz Bay,18.33134,-64.79375,,,,
173.234.29.246,Dedicated.com,,US,,,Texas,Queen City,33.14874,-94.15019,,,,
187.190.181.249,TOTAL PLAY TELECOMUNICACIONES SA DE CV,,MX,,,Ciudad de México,Mexico City,19.42847,-99.12766,,,,
176.28.226.132,Linkdotnet-Jordan,,JO,,,Amman Governorate,Umm as Summāq,31.88542,35.8543,mobile,,,
134.19.84.208,vitroconnect GmbH,,DE,,,Baden-Württemberg,Karlsruhe,49.00937,8.40444,,,,
167.102.22.2,State of Maryland,,US,,,Maryland,Bloomsbury Square,38.98067,-76.49246,,,,
116.96.232.180,Viettel Corporation,,VN,,,Tỉnh Cao Bằng,Cao Bằng,22.66568,106.25786,,,,
178.159.3.189,UK Dedicated Servers Limited,,GB,,,England,City of London,51.51279,-0.09184,mobile,,,
68.235.50.230,"tzulo, inc.",,US,,,Michigan,Haslett,42.74698,-84.40108,,,,
94.229.76.204,UK Dedicated Servers Limited,,GB,,,England,City of London,51.51279,-0.09184,,,,
66.208.97.224,west central wireless,,US,,,Texas,S N Junction,31.42155,-100.46287,mobile,,,
76.164.192.249,"VegasNAP, LLC",,US,,,Nevada,Las Vegas,36.17497,-115.13722,,,,
76.164.192.244,"VegasNAP, LLC",,US,,,Nevada,Las Vegas,36.17497,-115.13722,,,,
68.235.33.139,"tzulo, inc.",,US,,,Nevada,Tonopah,38.06716,-117.23008,mobile,,,
76.75.55.171,"3 Rivers Telephone Cooperative, Inc.",,US,,,Montana,Fairfield,47.61467,-111.98028,,,,
68.235.33.142,"tzulo, inc.",,US,,,Nevada,Tonopah,38.06716,-117.23008,mobile,,,
70.33.13.77,"3 Rivers Telephone Cooperative, Inc.",,US,,,Montana,Fairfield,47.61467,-111.98028,,,,
66.208.97.254,west central wireless,,US,,,Texas,S N Junction,31.42155,-100.46287,mobile,,,
92.60.40.214,xTom GmbH,,NL,,,Provincie Noord-Holland,Amsterdam,52.37403,4.88969,,,,
76.164.193.88,"VegasNAP, LLC",,US,,,Nevada,Las Vegas,36.17497,-115.13722,,,,
66.248.167.253,VIPowerNet,,VI,,,Saint Thomas Island,Estate Agnes Fancy,18.3494,-64.93292,,,,
46.59.213.224,wilhelm.tel GmbH,,DE,,,Schleswig-Holstein,Halstenbek,53.63333,9.85,broadband,,,
45.43.71.113,UK Dedicated Servers Limited,,GB,,,England,London,51.50853,-0.12574,,,,
65.19.230.214,Nemont Telephone,,US,,,Montana,Glasgow,48.19696,-106.63671,,,,
45.43.19.75,Tier.Net Technologies LLC,,US,,,New York,Staten Island,40.56233,-74.13986,,,,
76.164.201.57,"VegasNAP, LLC",,US,,,Nevada,Las Vegas,36.17497,-115.13722,,,,
77.224.167.84,IPCOM,,ES,,,Región de Murcia,Murcia,37.98704,-1.13004,,,,
45.43.14.94,Tier.Net Technologies LLC,,US,,,Oregon,Bend,44.05817,-121.31531,mobile,,,
89.115.159.182,Vodafone Portugal - Communicacoes Pessoais S.A.,,PT,,,Distrito de Portalegre,Portalegre,39.29379,-7.43122,,,,
66.113.62.251,Nemont Telephone,,US,,,Montana,Glasgow,48.19696,-106.63671,,,,
70.33.50.107,Nemont Telephone,,US,,,Montana,Glasgow,48.19696,-106.63671,,,,
76.164.205.198,"VegasNAP, LLC",,US,,,Nevada,Las Vegas,36.17497,-115.13722,,,,
5.101.145.39,UK Dedicated Servers Limited,,GB,,,England,Saint Leonards-on-Sea,50.85565,0.5452,mobile,,,
76.164.224.213,"VegasNAP, LLC",,US,,,Nevada,Paradise,36.09719,-115.14666,,,,
66.23.205.236,Dedicated.com,,US,,,Washington,Burton Homes,45.64317,-122.59565,,,,
76.164.225.3,"VegasNAP, LLC",,US,,,Nevada,Paradise,36.09719,-115.14666,,,,
47.72.96.1,Vodafone US Inc.,,NZ,,,Hawke's Bay,Napier,-39.4926,176.91232,broadband,,,
68.235.38.55,"tzulo, inc.",,US,,,Illinois,Chicago Loop,41.88407,-87.6333,mobile,,,
76.75.23.73,Nemont Telephone,,US,,,Montana,Glasgow,48.19696,-106.63671,,,,
68.235.43.101,"tzulo, inc.",,US,,,Indiana,Broad Ripple,39.86671,-86.14165,,,,
76.75.37.176,"3 Rivers Telephone Cooperative, Inc.",,US,,,Montana,Fairfield,47.61467,-111.98028,,,,
68.235.43.108,"tzulo, inc.",,US,,,Indiana,Broad Ripple,39.86671,-86.14165,,,,
66.208.97.207,west central wireless,,US,,,Texas,S N Junction,31.42155,-100.46287,mobile,,,
66.208.97.114,west central wireless,,US,,,Texas,S N Junction,31.42155,-100.46287,mobile,,,
66.208.97.221,west central wireless,,US,,,Texas,S N Junction,31.42155,-100.46287,mobile,,,
76.75.11.177,"3 Rivers Telephone Cooperative, Inc.",,US,,,Montana,Fairfield,47.61467,-111.98028,,,,
49.227.97.244,Vodafone New Zealand Limited,,NZ,,,Auckland,Auckland,-36.84853,174.76349,mobile,,,
76.75.12.113,"3 Rivers Telephone Cooperative, Inc.",,US,,,Montana,Fairfield,47.61467,-111.98028,,,,
70.33.13.147,"3 Rivers Telephone Cooperative, Inc.",,US,,,Montana,Fairfield,47.61467,-111.98028,,,,
66.208.97.12,west central wireless,,US,,,Texas,S N Junction,31.42155,-100.46287,mobile,,,
88.146.253.164,Vodafone Czech Republic a.s.,,CZ,,,Hlavní město Praha,Prague,50.08804,14.42076,,,,
45.43.71.184,UK Dedicated Servers Limited,,GB,,,England,London,51.50853,-0.12574,,,,
70.33.15.140,"3 Rivers Telephone Cooperative, Inc.",,US,,,Montana,Fairfield,47.61467,-111.98028,,,,
